Gmt time,Open,High,Low,Close,Volume
04.01.2022 03:00:00.000,1.13021,1.13042,1.12953,1.12993,2111119999.8857
04.01.2022 03:30:00.000,1.12992,1.13016,1.12975,1.12975,2008449985.504
04.01.2022 04:00:00.000,1.12975,1.13012,1.12962,1.12999,1962050008.7737997
04.01.2022 04:30:00.000,1.13000,1.13055,1.12996,1.13005,3078340015.4112997
04.01.2022 05:00:00.000,1.13005,1.13057,1.13003,1.13040,2453460008.6211
04.01.2022 05:30:00.000,1.13039,1.13053,1.13014,1.13046,1777049989.2234
04.01.2022 06:00:00.000,1.13046,1.13071,1.12937,1.12945,3304000026.7029
04.01.2022 06:30:00.000,1.12946,1.12978,1.12919,1.12931,3190889997.4819
04.01.2022 07:00:00.000,1.12929,1.12942,1.12846,1.12857,4448829971.313301
04.01.2022 07:30:00.000,1.12856,1.12927,1.12831,1.12914,4281010005.950899
04.01.2022 08:00:00.000,1.12914,1.13002,1.12872,1.12964,6452669986.725001
04.01.2022 08:30:00.000,1.12965,1.12978,1.12890,1.12895,1748610016.823
04.01.2022 09:00:00.000,1.12894,1.13067,1.12831,1.13055,2440110013.9619007
04.01.2022 09:30:00.000,1.13056,1.13083,1.12965,1.13019,2702979984.2835007
04.01.2022 10:00:00.000,1.13019,1.13055,1.12985,1.13022,2588629997.2534003
04.01.2022 10:30:00.000,1.13022,1.13047,1.12944,1.12945,1930210008.6212003
04.01.2022 11:00:00.000,1.12947,1.12963,1.12791,1.12816,2586720008.8501997
04.01.2022 11:30:00.000,1.12816,1.12853,1.12759,1.12760,2245340000.1524997
04.01.2022 12:00:00.000,1.12763,1.12833,1.12721,1.12765,2433920003.8911
04.01.2022 12:30:00.000,1.12764,1.12812,1.12726,1.12730,2773300022.1254005
04.01.2022 13:00:00.000,1.12728,1.12898,1.12728,1.12890,2538899974.8228006
04.01.2022 13:30:00.000,1.12889,1.12889,1.12762,1.12797,2213749998.0924
04.01.2022 14:00:00.000,1.12800,1.12881,1.12775,1.12814,2775780023.5749
04.01.2022 14:30:00.000,1.12812,1.12872,1.12784,1.12846,2754710018.1583
04.01.2022 15:00:00.000,1.12849,1.13164,1.12834,1.13117,4744270023.3462
04.01.2022 15:30:00.000,1.13116,1.13224,1.13087,1.13091,5155109966.278001
04.01.2022 16:00:00.000,1.13092,1.13154,1.12893,1.12920,4445099971.7713
04.01.2022 16:30:00.000,1.12918,1.12951,1.12854,1.12945,3138439971.9235992
04.01.2022 17:00:00.000,1.12943,1.12959,1.12896,1.12922,1324139993.6674995
04.01.2022 17:30:00.000,1.12922,1.12948,1.12883,1.12936,905550008.7735997
04.01.2022 18:00:00.000,1.12939,1.12941,1.12900,1.12918,947629994.8689
04.01.2022 18:30:00.000,1.12918,1.12918,1.12794,1.12800,1494029994.9646997
04.01.2022 19:00:00.000,1.12800,1.12903,1.12779,1.12890,1857380004.8829
04.01.2022 19:30:00.000,1.12890,1.12930,1.12868,1.12876,1093059997.5588
04.01.2022 20:00:00.000,1.12875,1.12894,1.12821,1.12823,847250001.9074
04.01.2022 20:30:00.000,1.12825,1.12876,1.12808,1.12844,1056325002.6700999
04.01.2022 21:00:00.000,1.12845,1.12862,1.12811,1.12837,661985006.3325001
04.01.2022 21:30:00.000,1.12834,1.12877,1.12813,1.12861,347710000.9023
04.01.2022 22:00:00.000,1.12856,1.12867,1.12823,1.12848,629589997.1724001
04.01.2022 22:30:00.000,1.12848,1.12862,1.12830,1.12839,499107501.11930007
04.01.2022 23:00:00.000,1.12835,1.12870,1.12835,1.12841,673160002.3507
04.01.2022 23:30:00.000,1.12840,1.12850,1.12817,1.12827,339540000.55779994
05.01.2022 00:00:00.000,1.12826,1.12855,1.12820,1.12830,560530002.4747001
05.01.2022 00:30:00.000,1.12829,1.12834,1.12769,1.12771,1163739995.4797
05.01.2022 01:00:00.000,1.12773,1.12855,1.12773,1.12854,983089990.6157999
05.01.2022 01:30:00.000,1.12854,1.12886,1.12839,1.12857,1043090001.1060001
05.01.2022 02:00:00.000,1.12857,1.12913,1.12849,1.12911,1166690003.3949
05.01.2022 02:30:00.000,1.12911,1.12941,1.12894,1.12919,962170001.5068997
05.01.2022 03:00:00.000,1.12923,1.12942,1.12910,1.12940,596519998.0733999
05.01.2022 03:30:00.000,1.12940,1.12967,1.12936,1.12956,658060005.9031
05.01.2022 04:00:00.000,1.12956,1.12956,1.12895,1.12898,860830001.831
05.01.2022 04:30:00.000,1.12897,1.12915,1.12882,1.12887,895460001.9455
05.01.2022 05:00:00.000,1.12889,1.12899,1.12873,1.12891,813159999.6686001
05.01.2022 05:30:00.000,1.12893,1.12946,1.12890,1.12937,722130005.1211
05.01.2022 06:00:00.000,1.12936,1.12965,1.12929,1.12962,1433839994.4305997
05.01.2022 06:30:00.000,1.12965,1.13011,1.12949,1.12956,1389059988.439
05.01.2022 07:00:00.000,1.12956,1.13025,1.12946,1.12987,1657789984.7031004
05.01.2022 07:30:00.000,1.12986,1.13023,1.12971,1.12986,1384609994.8884997
05.01.2022 08:00:00.000,1.12987,1.13099,1.12966,1.13091,2233649976.7302003
05.01.2022 08:30:00.000,1.13091,1.13109,1.12966,1.13028,2358019989.0137
05.01.2022 09:00:00.000,1.13027,1.13070,1.13002,1.13017,2132160011.2917998
05.01.2022 09:30:00.000,1.13017,1.13085,1.13000,1.13062,1849129978.1797998
05.01.2022 10:00:00.000,1.13061,1.13136,1.13042,1.13128,2469410020.8282
05.01.2022 10:30:00.000,1.13128,1.13139,1.13046,1.13079,3181459991.4550996
05.01.2022 11:00:00.000,1.13079,1.13187,1.13065,1.13175,2705579998.0164
05.01.2022 11:30:00.000,1.13174,1.13237,1.13169,1.13189,3733649967.1938996
05.01.2022 12:00:00.000,1.13191,1.13261,1.13116,1.13159,3362909984.5884995
05.01.2022 12:30:00.000,1.13158,1.13173,1.13047,1.13076,3513209995.2701
05.01.2022 13:00:00.000,1.13077,1.13183,1.13030,1.13082,7405760025.0243
05.01.2022 13:30:00.000,1.13082,1.13287,1.13082,1.13238,6023250007.629401
05.01.2022 14:00:00.000,1.13237,1.13364,1.13210,1.13352,3872269958.495899
05.01.2022 14:30:00.000,1.13353,1.13386,1.13305,1.13357,3426380001.0678
05.01.2022 15:00:00.000,1.13356,1.13441,1.13354,1.13365,3234959995.2696996
05.01.2022 15:30:00.000,1.13365,1.13393,1.13324,1.13369,2995620023.7272997
05.01.2022 16:00:00.000,1.13367,1.13395,1.13227,1.13266,3470579986.5722003
05.01.2022 16:30:00.000,1.13265,1.13343,1.13250,1.13339,1824259981.1554
05.01.2022 17:00:00.000,1.13340,1.13463,1.13332,1.13420,1816259994.5070999
05.01.2022 17:30:00.000,1.13421,1.13457,1.13386,1.13413,1195560002.327
05.01.2022 18:00:00.000,1.13412,1.13413,1.13356,1.13406,985289999.0083
05.01.2022 18:30:00.000,1.13407,1.13444,1.13361,1.13371,1235299986.8393998
05.01.2022 19:00:00.000,1.13372,1.13394,1.13080,1.13196,8228289993.2862015
05.01.2022 19:30:00.000,1.13197,1.13203,1.13098,1.13101,2729559997.5583
05.01.2022 20:00:00.000,1.13103,1.13115,1.13021,1.13109,1225769985.1989
05.01.2022 20:30:00.000,1.13109,1.13130,1.13078,1.13109,955334994.3160999
05.01.2022 21:00:00.000,1.13107,1.13132,1.13078,1.13126,555334991.0974001
05.01.2022 21:30:00.000,1.13126,1.13132,1.13111,1.13116,383909999.1324
05.01.2022 22:00:00.000,1.13117,1.13134,1.13098,1.13115,200519996.5834
05.01.2022 22:30:00.000,1.13115,1.13139,1.13082,1.13095,516452501.2972
05.01.2022 23:00:00.000,1.13096,1.13116,1.13088,1.13111,1201399997.9497
05.01.2022 23:30:00.000,1.13111,1.13142,1.13105,1.13105,488339999.9143
06.01.2022 00:00:00.000,1.13104,1.13130,1.13099,1.13110,980369997.7397001
06.01.2022 00:30:00.000,1.13111,1.13115,1.13074,1.13080,1680130012.5119998
06.01.2022 01:00:00.000,1.13082,1.13095,1.13048,1.13070,1497989996.9102998
06.01.2022 01:30:00.000,1.13069,1.13185,1.13068,1.13164,1519650000.5726001
06.01.2022 02:00:00.000,1.13165,1.13167,1.13120,1.13126,1396049995.4222999
06.01.2022 02:30:00.000,1.13125,1.13205,1.13125,1.13190,1862339982.0328999
06.01.2022 03:00:00.000,1.13190,1.13190,1.13117,1.13120,1139670001.5066998
06.01.2022 03:30:00.000,1.13120,1.13157,1.13085,1.13150,1315630005.8364
06.01.2022 04:00:00.000,1.13150,1.13163,1.13112,1.13136,1254510008.8119
06.01.2022 04:30:00.000,1.13135,1.13151,1.13122,1.13122,1071359998.7031002
06.01.2022 05:00:00.000,1.13122,1.13122,1.13070,1.13100,1032279997.3486003
06.01.2022 05:30:00.000,1.13099,1.13115,1.13069,1.13090,1444400003.4332001
06.01.2022 06:00:00.000,1.13090,1.13090,1.13009,1.13021,1877489994.0491998
06.01.2022 06:30:00.000,1.13025,1.13056,1.12960,1.12970,1515060004.2342
06.01.2022 07:00:00.000,1.12969,1.12974,1.12881,1.12937,2193280021.6676
06.01.2022 07:30:00.000,1.12937,1.12955,1.12845,1.12896,2258420009.6131
06.01.2022 08:00:00.000,1.12897,1.13055,1.12848,1.13053,2965669994.3543005
06.01.2022 08:30:00.000,1.13051,1.13092,1.12886,1.12937,2806870002.746601
06.01.2022 09:00:00.000,1.12937,1.13069,1.12885,1.13038,3162950012.2073994
06.01.2022 09:30:00.000,1.13039,1.13085,1.13005,1.13051,2744790004.729899
06.01.2022 10:00:00.000,1.13053,1.13268,1.13044,1.13243,3434440019.6075997
06.01.2022 10:30:00.000,1.13242,1.13249,1.13074,1.13122,3185440010.070901
06.01.2022 11:00:00.000,1.13122,1.13135,1.13058,1.13077,2261759998.3214
06.01.2022 11:30:00.000,1.13073,1.13214,1.13021,1.13132,2745719974.5181003
06.01.2022 12:00:00.000,1.13131,1.13147,1.13047,1.13126,2936880012.5122
06.01.2022 12:30:00.000,1.13127,1.13183,1.13117,1.13131,3264600021.3624
06.01.2022 13:00:00.000,1.13132,1.13199,1.13103,1.13129,4050270034.790101
06.01.2022 13:30:00.000,1.13129,1.13171,1.13029,1.13122,3659340015.4112005
06.01.2022 14:00:00.000,1.13121,1.13197,1.13064,1.13097,3465380001.068
06.01.2022 14:30:00.000,1.13096,1.13318,1.13061,1.13215,7581989944.4582
06.01.2022 15:00:00.000,1.13220,1.13298,1.13012,1.13083,6720580032.3488
06.01.2022 15:30:00.000,1.13082,1.13178,1.12928,1.12958,5049140022.277801
06.01.2022 16:00:00.000,1.12956,1.13093,1.12901,1.13078,4343669998.169099
06.01.2022 16:30:00.000,1.13077,1.13080,1.13013,1.13070,3832569988.2504992
06.01.2022 17:00:00.000,1.13070,1.13091,1.13021,1.13061,2187129980.0873995
06.01.2022 17:30:00.000,1.13060,1.13078,1.12934,1.12959,2358439990.9976
06.01.2022 18:00:00.000,1.12956,1.12977,1.12916,1.12936,1617320007.3243003
06.01.2022 18:30:00.000,1.12935,1.12950,1.12880,1.12916,1741209993.3622997
06.01.2022 19:00:00.000,1.12916,1.12969,1.12915,1.12963,1131149998.6648998
06.01.2022 19:30:00.000,1.12962,1.12996,1.12865,1.12868,1822539993.2860005
06.01.2022 20:00:00.000,1.12867,1.12940,1.12861,1.12902,1491669994.3545
06.01.2022 20:30:00.000,1.12902,1.12919,1.12894,1.12910,954465006.113
06.01.2022 21:00:00.000,1.12912,1.12933,1.12871,1.12923,885850001.2157998
06.01.2022 21:30:00.000,1.12921,1.12998,1.12921,1.12964,612599997.5352001
06.01.2022 22:00:00.000,1.12964,1.12973,1.12954,1.12968,228019999.74249998
06.01.2022 22:30:00.000,1.12968,1.12969,1.12952,1.12957,152370000.12379998
06.01.2022 23:00:00.000,1.12960,1.12981,1.12957,1.12970,779070003.9864001
06.01.2022 23:30:00.000,1.12970,1.12981,1.12938,1.12949,475929999.3516001
07.01.2022 00:00:00.000,1.12947,1.12977,1.12929,1.12938,777080003.7385001
07.01.2022 00:30:00.000,1.12942,1.12971,1.12899,1.12958,662880002.9753001
07.01.2022 01:00:00.000,1.12958,1.13002,1.12958,1.12965,1236019994.7354999
07.01.2022 01:30:00.000,1.12966,1.13007,1.12961,1.13005,996580007.0763
07.01.2022 02:00:00.000,1.13007,1.13017,1.12988,1.12990,1074969997.4059
07.01.2022 02:30:00.000,1.12990,1.12991,1.12950,1.12955,748259998.679
07.01.2022 03:00:00.000,1.12955,1.13016,1.12955,1.13001,539339994.4308
07.01.2022 03:30:00.000,1.13000,1.13000,1.12970,1.12990,561910000.563
07.01.2022 04:00:00.000,1.12990,1.13003,1.12980,1.13002,331570000.6485
07.01.2022 04:30:00.000,1.13002,1.13031,1.12997,1.13006,541109998.7030001
07.01.2022 05:00:00.000,1.13006,1.13032,1.13005,1.13021,528890007.01919997
07.01.2022 05:30:00.000,1.13021,1.13030,1.12999,1.13021,485139998.6748
07.01.2022 06:00:00.000,1.13022,1.13033,1.13000,1.13020,587000002.8608999
07.01.2022 06:30:00.000,1.13020,1.13022,1.12982,1.12990,555640002.7275
07.01.2022 07:00:00.000,1.12989,1.13045,1.12980,1.13039,1856499989.5094001
07.01.2022 07:30:00.000,1.13038,1.13060,1.13001,1.13055,1532710016.7275999
07.01.2022 08:00:00.000,1.13054,1.13085,1.13014,1.13075,2254550008.7738
07.01.2022 08:30:00.000,1.13075,1.13152,1.13059,1.13121,2310140016.5559
07.01.2022 09:00:00.000,1.13122,1.13157,1.13094,1.13153,2815639999.3892994
07.01.2022 09:30:00.000,1.13153,1.13174,1.13126,1.13146,1889190000.5342996
07.01.2022 10:00:00.000,1.13150,1.13192,1.13115,1.13126,2075069992.0655
07.01.2022 10:30:00.000,1.13124,1.13130,1.13034,1.13061,1849170000.0765002
07.01.2022 11:00:00.000,1.13060,1.13081,1.13008,1.13045,1881819991.1117005
07.01.2022 11:30:00.000,1.13045,1.13079,1.13019,1.13043,1737550001.1446002
07.01.2022 12:00:00.000,1.13046,1.13050,1.12982,1.13003,1378239998.3410003
07.01.2022 12:30:00.000,1.13003,1.13018,1.12960,1.12972,1918099992.7519007
07.01.2022 13:00:00.000,1.12973,1.13063,1.12946,1.13002,4014229984.2833004
07.01.2022 13:30:00.000,1.13006,1.13224,1.12922,1.13014,12436850067.138597
07.01.2022 14:00:00.000,1.13015,1.13245,1.12989,1.13236,5219330009.460501
07.01.2022 14:30:00.000,1.13236,1.13346,1.13189,1.13299,5282909973.144502
07.01.2022 15:00:00.000,1.13300,1.13491,1.13294,1.13478,5103689987.182599
07.01.2022 15:30:00.000,1.13479,1.13479,1.13347,1.13471,4067029994.964501
07.01.2022 16:00:00.000,1.13472,1.13500,1.13376,1.13424,3530109996.7955
07.01.2022 16:30:00.000,1.13424,1.13570,1.13396,1.13564,2199330001.8309
07.01.2022 17:00:00.000,1.13564,1.13585,1.13494,1.13567,1580890000.3437002
07.01.2022 17:30:00.000,1.13567,1.13577,1.13519,1.13566,952170001.0297999
07.01.2022 18:00:00.000,1.13566,1.13597,1.13549,1.13573,1102879998.207
07.01.2022 18:30:00.000,1.13573,1.13620,1.13572,1.13574,714280005.4550999
07.01.2022 19:00:00.000,1.13574,1.13628,1.13566,1.13624,665249997.3775
07.01.2022 19:30:00.000,1.13626,1.13647,1.13606,1.13628,722299999.7138
07.01.2022 20:00:00.000,1.13626,1.13641,1.13582,1.13615,560229998.1116
07.01.2022 20:30:00.000,1.13615,1.13615,1.13572,1.13611,704949995.5176
07.01.2022 21:00:00.000,1.13610,1.13610,1.13583,1.13599,375015002.3699
07.01.2022 21:30:00.000,1.13600,1.13620,1.13583,1.13593,899220006.8238
09.01.2022 22:00:00.000,1.13515,1.13578,1.13515,1.13576,313880003.09470004
09.01.2022 22:30:00.000,1.13577,1.13587,1.13550,1.13555,1957600807.1901004
09.01.2022 23:00:00.000,1.13563,1.13602,1.13497,1.13511,2031857510.5668
09.01.2022 23:30:00.000,1.13512,1.13556,1.13510,1.13534,682719999.3134
10.01.2022 00:00:00.000,1.13533,1.13546,1.13514,1.13530,1076340000.6294
10.01.2022 00:30:00.000,1.13529,1.13580,1.13529,1.13549,828909999.1323
10.01.2022 01:00:00.000,1.13549,1.13563,1.13547,1.13554,874679997.2055999
10.01.2022 01:30:00.000,1.13553,1.13563,1.13497,1.13501,1668879997.2531998
10.01.2022 02:00:00.000,1.13501,1.13518,1.13449,1.13466,1016689992.428
10.01.2022 02:30:00.000,1.13466,1.13470,1.13390,1.13395,911090006.8284003
10.01.2022 03:00:00.000,1.13395,1.13395,1.13371,1.13371,412030004.144
10.01.2022 03:30:00.000,1.13372,1.13382,1.13337,1.13374,536459993.83920014
10.01.2022 04:00:00.000,1.13373,1.13406,1.13354,1.13355,403389997.8400001
10.01.2022 04:30:00.000,1.13355,1.13374,1.13332,1.13341,329130000.1891
10.01.2022 05:00:00.000,1.13341,1.13351,1.13332,1.13341,219540000.27489996
10.01.2022 05:30:00.000,1.13340,1.13352,1.13319,1.13347,457469997.406
10.01.2022 06:00:00.000,1.13349,1.13352,1.13263,1.13285,1380329999.4466002
10.01.2022 06:30:00.000,1.13285,1.13336,1.13279,1.13332,1735189991.9506001
10.01.2022 07:00:00.000,1.13333,1.13361,1.13285,1.13333,3069909996.0327997
10.01.2022 07:30:00.000,1.13332,1.13360,1.13269,1.13289,3326410003.6620007
10.01.2022 08:00:00.000,1.13290,1.13310,1.13205,1.13258,6984030006.4088
10.01.2022 08:30:00.000,1.13258,1.13359,1.13215,1.13354,5210389953.613199
10.01.2022 09:00:00.000,1.13355,1.13444,1.13330,1.13353,4251310031.891
10.01.2022 09:30:00.000,1.13352,1.13362,1.13255,1.13265,3259209987.6401
10.01.2022 10:00:00.000,1.13263,1.13341,1.13226,1.13311,2395480012.4168
10.01.2022 10:30:00.000,1.13311,1.13314,1.13235,1.13296,3144349998.4740005
10.01.2022 11:00:00.000,1.13296,1.13362,1.13224,1.13335,2097350006.1033998
10.01.2022 11:30:00.000,1.13334,1.13335,1.13226,1.13254,1846559984.2069001
10.01.2022 12:00:00.000,1.13252,1.13294,1.13204,1.13231,2470709976.1961994
10.01.2022 12:30:00.000,1.13232,1.13233,1.13116,1.13162,2599359977.7221003
10.01.2022 13:00:00.000,1.13160,1.13241,1.13127,1.13143,2995410017.0134
10.01.2022 13:30:00.000,1.13146,1.13180,1.12949,1.12968,3888699981.689501
10.01.2022 14:00:00.000,1.12969,1.12979,1.12847,1.12909,4033040016.174199
10.01.2022 14:30:00.000,1.12908,1.12977,1.12887,1.12970,4513870056.1522
10.01.2022 15:00:00.000,1.12969,1.13094,1.12926,1.13039,2956999988.555701
10.01.2022 15:30:00.000,1.13039,1.13271,1.13033,1.13185,3581470001.220799
10.01.2022 16:00:00.000,1.13184,1.13285,1.13161,1.13254,3021099990.8447986
10.01.2022 16:30:00.000,1.13255,1.13287,1.13199,1.13274,1687529998.7795002
10.01.2022 17:00:00.000,1.13273,1.13338,1.13273,1.13302,1034310005.1881001
10.01.2022 17:30:00.000,1.13305,1.13347,1.13282,1.13285,1027079999.9237
10.01.2022 18:00:00.000,1.13286,1.13310,1.13228,1.13234,997189996.7191999
10.01.2022 18:30:00.000,1.13238,1.13270,1.13209,1.13221,679350003.0038002
10.01.2022 19:00:00.000,1.13223,1.13264,1.13199,1.13247,650100001.8121
10.01.2022 19:30:00.000,1.13248,1.13270,1.13202,1.13232,916650002.4797002
10.01.2022 20:00:00.000,1.13231,1.13283,1.13222,1.13283,971249998.0926
10.01.2022 20:30:00.000,1.13283,1.13300,1.13260,1.13260,851085000.0382001
10.01.2022 21:00:00.000,1.13260,1.13290,1.13249,1.13289,448129994.2734
10.01.2022 21:30:00.000,1.13291,1.13298,1.13235,1.13235,400690000.05719995
10.01.2022 22:00:00.000,1.13234,1.13275,1.13206,1.13260,438590003.96730006
10.01.2022 22:30:00.000,1.13260,1.13286,1.13259,1.13263,424209998.2501
10.01.2022 23:00:00.000,1.13264,1.13326,1.13264,1.13319,420320003.7478
10.01.2022 23:30:00.000,1.13320,1.13320,1.13291,1.13299,294359998.8821
11.01.2022 00:00:00.000,1.13297,1.13337,1.13284,1.13331,651369997.2628
11.01.2022 00:30:00.000,1.13333,1.13347,1.13311,1.13328,730829998.4934
11.01.2022 01:00:00.000,1.13328,1.13415,1.13321,1.13404,912629996.2997
11.01.2022 01:30:00.000,1.13404,1.13417,1.13346,1.13362,1654609988.2124
11.01.2022 02:00:00.000,1.13363,1.13436,1.13345,1.13431,607409999.8472002
11.01.2022 02:30:00.000,1.13431,1.13435,1.13372,1.13379,929010003.8051
11.01.2022 03:00:00.000,1.13380,1.13422,1.13369,1.13410,608760000.2288
11.01.2022 03:30:00.000,1.13410,1.13424,1.13409,1.13414,583029993.7725999
11.01.2022 04:00:00.000,1.13415,1.13415,1.13376,1.13391,424649994.85029995
11.01.2022 04:30:00.000,1.13392,1.13410,1.13385,1.13407,417780003.30930007
11.01.2022 05:00:00.000,1.13410,1.13420,1.13400,1.13406,404480000.73429996
11.01.2022 05:30:00.000,1.13406,1.13441,1.13383,1.13387,538800004.2439001
11.01.2022 06:00:00.000,1.13388,1.13432,1.13388,1.13397,635299997.8066
11.01.2022 06:30:00.000,1.13400,1.13423,1.13315,1.13360,1077450008.3922
11.01.2022 07:00:00.000,1.13365,1.13445,1.13353,1.13417,1449439999.5806
11.01.2022 07:30:00.000,1.13416,1.13427,1.13347,1.13417,1750509979.2481
11.01.2022 08:00:00.000,1.13415,1.13493,1.13391,1.13472,3061850013.7329006
11.01.2022 08:30:00.000,1.13470,1.13516,1.13435,1.13492,1826879995.3460004
11.01.2022 09:00:00.000,1.13494,1.13518,1.13446,1.13461,1674700004.5774
11.01.2022 09:30:00.000,1.13461,1.13461,1.13287,1.13332,2465979974.7466006
11.01.2022 10:00:00.000,1.13332,1.13388,1.13265,1.13275,2157800010.681
11.01.2022 10:30:00.000,1.13273,1.13361,1.13266,1.13301,2051299987.7931
11.01.2022 11:00:00.000,1.13303,1.13336,1.13259,1.13326,1903549997.3296998
11.01.2022 11:30:00.000,1.13325,1.13435,1.13315,1.13387,1527120000.8392
11.01.2022 12:00:00.000,1.13387,1.13421,1.13304,1.13322,2154509990.6920004
11.01.2022 12:30:00.000,1.13323,1.13367,1.13306,1.13310,2102619995.1173005
11.01.2022 13:00:00.000,1.13310,1.13384,1.13287,1.13314,2377719997.4061
11.01.2022 13:30:00.000,1.13314,1.13340,1.13231,1.13257,2707230003.357
11.01.2022 14:00:00.000,1.13261,1.13291,1.13206,1.13252,2648590002.0597997
11.01.2022 14:30:00.000,1.13252,1.13302,1.13130,1.13232,3329229969.024701
11.01.2022 15:00:00.000,1.13233,1.13385,1.13229,1.13350,3836479991.9128003
11.01.2022 15:30:00.000,1.13350,1.13452,1.13344,1.13403,2863440013.8856997
